cnpj,razao_social,cpf_cnpj_socio,nome_socio,tipo_socio,qualificacao_socio
26174184000108,4ALS AGRO PICOLE LTDA,,LUIZ ALBERTO SPIRLANDELI,Pessoa Física,Sócio-Administrador
81755449000161,4R AGRO PASTORIL LTDA,,RAFAEL ANDRADE FESTUGATO,Pessoa Física,Sócio-Administrador
81755449000161,4R AGRO PASTORIL LTDA,,RENATA ANDRADE FESTUGATO GARDOQUI,Pessoa Física,Sócio-Administrador
81755449000161,4R AGRO PASTORIL LTDA,,RICARDO ANDRADE FESTUGATO,Pessoa Física,Sócio-Administrador
12067707000102,A1 AGRO COMERCIO E ARMAZENAGEM DE GRAOS LTDA,,CLAUDEMIR RUIZ MARTINELLI,Pessoa Física,Sócio-Administrador
12067707000102,A1 AGRO COMERCIO E ARMAZENAGEM DE GRAOS LTDA,,VALMIR MURIANA,Pessoa Física,Sócio-Administrador
11762573000179,A2 AGRO ASSESSORIA LTDA,,CESAR EDUARDO BOFF,Pessoa Física,Sócio-Administrador
11762573000179,A2 AGRO ASSESSORIA LTDA,,SIUMAR CAMASSOLA,Pessoa Física,Sócio-Administrador
25011727000103,AA AGRO PECUARIA CANA BRAVA LTDA,,IRINEA FARIA DE MOURA,Pessoa Física,Sócio-Administrador
25011727000103,AA AGRO PECUARIA CANA BRAVA LTDA,,JESISLENE ROSARIO DE FARIA ALVES,Pessoa Física,Sócio
51608305000111,AACOCESP ASSOCIACAO AGRO COMERCIAL DO CEASA DE S PAULO,,CLAUDIO AMBROSIO,Pessoa Física,Presidente
19097654000103,AAIP AGRO NEGOCIOS E EMPREENDIMENTOS EIRELI,,PEDRO DE BRITO SILVA,Pessoa Física,Titular Pessoa Física Residente ou Domiciliado no Brasil
78375508000161,AAP ATLANTICO AGRO PASTORIL LTDA,77801173000133,CBE - COMPANHIA BRASILEIRA DE ESTRADAS,Pessoa Jurídica,Sócio
78375508000161,AAP ATLANTICO AGRO PASTORIL LTDA,,ELIZABETH DO ROCIO DE FREITAS,Pessoa Física,Sócio-Administrador
78375508000161,AAP ATLANTICO AGRO PASTORIL LTDA,,PAULO ROBERTO LOPES,Pessoa Física,Sócio
02704493000176,AAPMA - ASSOCIACAO AGRO-PASTORIL DE MALHADA DA AREIA.,,ANTONIO FERREIRA DA SILVA FILHO,Pessoa Física,Presidente
01797155000163,ABASTECIMENTO AGRO-PECUARIO BONS AMIGOS LTDA,,EVANDRO APARECIDO DE CAMARGO,Pessoa Física,Sócio-Administrador
01797155000163,ABASTECIMENTO AGRO-PECUARIO BONS AMIGOS LTDA,,LUIZ GUSTAVO VENTURELLI,Pessoa Física,Sócio-Administrador
05500053000195,ABASTECIMENTO DE CARNE AGRO PECUARIA SANTO ANTONIO LTDA,,ANTONIO ALBERTO HORTENCIO ALCANTARA,Pessoa Física,Sócio-Administrador
05500053000195,ABASTECIMENTO DE CARNE AGRO PECUARIA SANTO ANTONIO LTDA,,ANTONIO HORTENCIO ALCANTARA,Pessoa Física,Sócio-Administrador
07848352000140,ABATEDOURO DE AVES AGRO ADB LTDA,,ALISON DE BARBA,Pessoa Física,Sócio Menor (Assistido/Representado)
07848352000140,ABATEDOURO DE AVES AGRO ADB LTDA,,IRIA TEREZINHA BRAND,Pessoa Física,Sócio-Administrador
04663834000138,ABC - AGRO BUSINESS COMERCIAL LTDA,,LEONOR FERNANDEZ IOZZI,Pessoa Física,Sócio
04663834000138,ABC - AGRO BUSINESS COMERCIAL LTDA,,MAGNO FERNANDEZ IOZZI,Pessoa Física,Sócio-Administrador
05966253000138,ABC-AGRO INDUSTRIA DE OLEOS VEGETAIS DA BAHIA LTDA,,ANTONIO BENTO BARRELLA,Pessoa Física,Sócio-Administrador
05966253000138,ABC-AGRO INDUSTRIA DE OLEOS VEGETAIS DA BAHIA LTDA,,EDUARDO BARRELLA,Pessoa Física,Sócio
16780692000178,ABC AGRO LTDA,,GESILA CRISTINA SILVA SOARES,Pessoa Física,Sócio-Administrador
30370760000151,ABC  AGRO PROJETOS RURAIS LTDA,,ALCIONE PEREIRA BATISTA,Pessoa Física,Sócio-Administrador
30370760000151,ABC  AGRO PROJETOS RURAIS LTDA,,MARCOS PAULO DE CASTRO MORAES,Pessoa Física,Sócio-Administrador
65874364000146,ABC - DISTRIBUIDORA DE PRODUTOS AGRO-PECUARIOS LTDA,,ANTONIO DE SOUZA MEIRELES,Pessoa Física,Sócio-Administrador
65874364000146,ABC - DISTRIBUIDORA DE PRODUTOS AGRO-PECUARIOS LTDA,,ARY CARLOS DE ALBUQUERQUE,Pessoa Física,Sócio-Administrador
65874364000146,ABC - DISTRIBUIDORA DE PRODUTOS AGRO-PECUARIOS LTDA,,OTTO CARLOS RODRIGUES DE ALBUQUERQUE,Pessoa Física,Sócio-Administrador
07098620000154,ABCONSULT - AGRO-BUSINESS CONSULTORIA LTDA,,CASSIANO DO MONTE LOIOLA,Pessoa Física,Sócio-Administrador
07098620000154,ABCONSULT - AGRO-BUSINESS CONSULTORIA LTDA,,DAYSON CASTILHOS,Pessoa Física,Sócio-Administrador
07098620000154,ABCONSULT - AGRO-BUSINESS CONSULTORIA LTDA,,NUBIA JUVINO DINIZ FONTES,Pessoa Física,Sócio-Administrador
00536007000122,A BERTUOL AGRO INDUSTRIAL LTDA,,ADILAR GIUSEPPE BERTUOL,Pessoa Física,Sócio-Administrador
00536007000122,A BERTUOL AGRO INDUSTRIAL LTDA,,DARIO CAPOANI,Pessoa Física,Sócio
00536007000122,A BERTUOL AGRO INDUSTRIAL LTDA,,FERNANDO BERTUOL,Pessoa Física,Sócio
00536007000122,A BERTUOL AGRO INDUSTRIAL LTDA,,LIGIA MARIA BERTUOL CAPOANI,Pessoa Física,Sócio
00536007000122,A BERTUOL AGRO INDUSTRIAL LTDA,,MARCIA BEATRIZ BERTUOL,Pessoa Física,Sócio
00536007000122,A BERTUOL AGRO INDUSTRIAL LTDA,,ROGERIO BERTUOL,Pessoa Física,Sócio-Administrador
27836201000180,ABF AGRO INVESTIMENTOS E PARTICIPACOES LTDA,,EUNICE BORGES ANDRADE,Pessoa Física,Sócio
27836201000180,ABF AGRO INVESTIMENTOS E PARTICIPACOES LTDA,,FABIO BORGES DE ANDRADE,Pessoa Física,Sócio
27836201000180,ABF AGRO INVESTIMENTOS E PARTICIPACOES LTDA,,FABIOLA BORGES ANDRADE MARQUES,Pessoa Física,Sócio
27836201000180,ABF AGRO INVESTIMENTOS E PARTICIPACOES LTDA,,FABRICIO BORGES ANDRADE,Pessoa Física,Sócio
27836201000180,ABF AGRO INVESTIMENTOS E PARTICIPACOES LTDA,,VALMIR ANDRADE DA SILVA,Pessoa Física,Administrador
28124492000146,ABIX AGRO BRAZIL COMERCIO IMPORTACAO E EXPORTACAO LTDA,,XINQING ZHANG,Pessoa Física,Sócio
28124492000146,ABIX AGRO BRAZIL COMERCIO IMPORTACAO E EXPORTACAO LTDA,,ZHAO LILI,Pessoa Física,Sócio-Administrador
22705787000120,ABLE AGRO GESTAO DE RECURSOS S.A.,,ALESSANDRA AUGUSTA DE LIMA GOMES DA SILVA SOUZA,Pessoa Física,Diretor
22705787000120,ABLE AGRO GESTAO DE RECURSOS S.A.,,BERNARDO DANTAS RODENBURG,Pessoa Física,Diretor
22705787000120,ABLE AGRO GESTAO DE RECURSOS S.A.,,MARCONI DE ASSIS SILVA,Pessoa Física,Presidente
30382417000127,ABREV!A AGRO CONSULTING EIRELI,,ANDRE LUIZ DE ABREU,Pessoa Física,Titular Pessoa Física Residente ou Domiciliado no Brasil
24109165000164,ABSOLUTA AGRO NEGOCIOS LTDA,,ORTEZIO RENATO DOS SANTOS BONATO,Pessoa Física,Sócio-Administrador
24109165000164,ABSOLUTA AGRO NEGOCIOS LTDA,,RODINEI GARCIA NAVES,Pessoa Física,Sócio-Administrador
10192825000109,ABSOLUTA CONSULTORIA AGRO-EMPRESARIAL LTDA,,HELENA MARIA BERNARDELLI,Pessoa Física,Sócio-Administrador
10192825000109,ABSOLUTA CONSULTORIA AGRO-EMPRESARIAL LTDA,,HUGO BERNARDELLI OLIVEIRA,Pessoa Física,Sócio-Administrador
10646447000196,ACAE AGRO COMERCIO E REPRESENTACOES LTDA,,ANA DEGE CUNHA POLESE,Pessoa Física,Sócio
10646447000196,ACAE AGRO COMERCIO E REPRESENTACOES LTDA,,CELSO JOSE POLESE,Pessoa Física,Sócio-Administrador
03955814000178,A. C. AGRO INDUSTRIAL LIMITADA,,ANTONIO CARLOS DA SILVA,Pessoa Física,Sócio-Administrador
03955814000178,A. C. AGRO INDUSTRIAL LIMITADA,,MARISA DA ROSA LOPES,Pessoa Física,Sócio
28677459000143,AC AGRO MERCANTIL EIRELI,,ANDERSON DE LIMA MEOTTI,Pessoa Física,Titular Pessoa Física Residente ou Domiciliado no Brasil
60704863000171,AC AGRO MERCANTIL S.A.,,AUGUSTO CONDE,Pessoa Física,Diretor
60704863000171,AC AGRO MERCANTIL S.A.,,DANIEL MARTINS FERREIRA CONDE,Pessoa Física,Diretor
24092173000145,A&C AGRO PECUARIA LTDA,,CARMEN MARLETTI PORTO,Pessoa Física,Sócio-Administrador
00737540000152,ACAHY AGRO-INDUSTRIAL DO BRASIL LTDA,,ILDEMAR MARINO CANTO,Pessoa Física,Sócio-Administrador
00737540000152,ACAHY AGRO-INDUSTRIAL DO BRASIL LTDA,,JOAO BATISTA CUNHA JUNIOR,Pessoa Física,Sócio-Administrador
00737540000152,ACAHY AGRO-INDUSTRIAL DO BRASIL LTDA,,ORLANDO CARNEIRO GOMES FILHO,Pessoa Física,Sócio-Administrador
85483600000100,ACAHY AGRO PASTORIL LTDA,,CLAUDIA FESTUGATO,Pessoa Física,Sócio-Administrador
85483600000100,ACAHY AGRO PASTORIL LTDA,,EDUARDO FESTUGATO CUNHA,Pessoa Física,Sócio
85483600000100,ACAHY AGRO PASTORIL LTDA,,HENRIQUE FESTUGATO CUNHA,Pessoa Física,Sócio
85483600000100,ACAHY AGRO PASTORIL LTDA,,LUIZA FESTUGATO CUNHA,Pessoa Física,Sócio
02937063000102,ACAI DO BRASIL AGRO INDUSTRIAL E EXPORTACAO LTDA,,ANTIOGENES JOAQUIM NETO DE OLIVEIRA,Pessoa Física,Sócio-Administrador
02937063000102,ACAI DO BRASIL AGRO INDUSTRIAL E EXPORTACAO LTDA,,LUIZ OTAVIO REIS DA SILVA,Pessoa Física,Sócio
03504357000103,ACAI WORLD AGRO INDUSTRIA LTDA,,MAURO DE SOUZA PEREIRA,Pessoa Física,Sócio-Administrador
03504357000103,ACAI WORLD AGRO INDUSTRIA LTDA,,WILSON KOJI KATAYAMA,Pessoa Física,Sócio-Administrador
88562723000125,ACAMPAMENTO AGRO COMERCIAL LTDA,,ANDRE RICARDO ARNDT,Pessoa Física,Sócio
88562723000125,ACAMPAMENTO AGRO COMERCIAL LTDA,,NELSON ARNDT,Pessoa Física,Sócio-Administrador
06072406000166,ACARA AGRO-INDUSTRIA E COMERCIO LTDA,,ALVARO MARTINS CRUVINEL,Pessoa Física,Sócio-Administrador
06072406000166,ACARA AGRO-INDUSTRIA E COMERCIO LTDA,,PAULO RICARDO SCPIAVOM,Pessoa Física,Sócio
07755416000169,ACARAPE AGRO INDUSTRIAL LTDA,,AFONSO CELSO CHAGAS BOMFIM,Pessoa Física,Sócio
07755416000169,ACARAPE AGRO INDUSTRIAL LTDA,,MARIA TEREZA CHAGAS BONFIM,Pessoa Física,Sócio
07755416000169,ACARAPE AGRO INDUSTRIAL LTDA,,ROBERTO SERGIO CHAGAS BOMFIM,Pessoa Física,Sócio
09519935000153,ACARAU AGRO FLORESTAL LTDA,,ANTONIO GUILHERME DA SILVEIRA,Pessoa Física,Sócio
09519935000153,ACARAU AGRO FLORESTAL LTDA,,GUILHERME MORAES DA SILVEIRA,Pessoa Física,Sócio-Administrador
10755560000100,ACARLOS-AGRO IMOVEIS & AGRONEGOCIOS LTDA,,ANTONIO CARLOS PIRES SOARES,Pessoa Física,Sócio-Administrador
10755560000100,ACARLOS-AGRO IMOVEIS & AGRONEGOCIOS LTDA,,PAULO VASQUES SOARES,Pessoa Física,Sócio
18488137000100,ACAY AGRO BRASIL COMERCIO DE PRODUTOS QUIMICOS LTDA,,ANA GRACIELA WEILENMANN,Pessoa Física,Sócio-Administrador
18488137000100,ACAY AGRO BRASIL COMERCIO DE PRODUTOS QUIMICOS LTDA,,JOSE LUIZ TAU,Pessoa Física,Sócio Pessoa Física Residente no Exterior
25526185000101,ACAYOS AGRO SERVICOS LTDA,,CARLOS EXPEDITO GONZALEZ,Pessoa Física,Sócio-Administrador
25526185000101,ACAYOS AGRO SERVICOS LTDA,,ELTON JUNIOR DE OLIVEIRA,Pessoa Física,Sócio-Administrador
08107967000189,A. C. B. O - ASSOCIACAO CULTURAL BERRANTE DE OURO DE AGRO CAFEEIRA,,NERI DIDOMENICO,Pessoa Física,Presidente
27517999000105,AC COMERCIAL AGRO EIRELI,,ANDRE HENRIQUE CAMARGO MOREIRA,Pessoa Física,Titular Pessoa Física Residente ou Domiciliado no Brasil
05030160000105,"A. C. DOS P. P. R. AGRO-EXTRAT. VEG. TER. DE S. BARBARA, I. MANGUEIRA, TABOCAL, ANINGAS, TRIUNFO SAPUCAIA E JUTAI",,ADRIANA REGINA CARDOSO SERRA,Pessoa Física,Presidente
17521353000130,"ACERT ARQUITETURA, ADMINISTRACAO E MANEJO AGRO FLORESTAL SUSTENTAVEL LTDA",,BARTIRA MENDES DE CAMPOS LOUZADA,Pessoa Física,Sócio-Administrador
17521353000130,"ACERT ARQUITETURA, ADMINISTRACAO E MANEJO AGRO FLORESTAL SUSTENTAVEL LTDA",,LAURA MENDES LOUZADA,Pessoa Física,Sócio
17521353000130,"ACERT ARQUITETURA, ADMINISTRACAO E MANEJO AGRO FLORESTAL SUSTENTAVEL LTDA",,RUBENS MAZZILLI LOUZADA,Pessoa Física,Sócio-Administrador
05483114000153,ACESSORIA AGRO PECUARIA SAO FRANCISCO DE ASSIS S/C LTDA,,FRANCISCO CARLOS ZANETTI,Pessoa Física,Sócio-Administrador
05483114000153,ACESSORIA AGRO PECUARIA SAO FRANCISCO DE ASSIS S/C LTDA,,JOICE MARRI FERREIRA ZANETTI,Pessoa Física,Sócio
02299104000174,ACI - AGRO COMERCIAL E INDUSTRIAL ROSA LTDA,,JAIR BENEDITO CINTRA DE SOUZA,Pessoa Física,Sócio
02299104000174,ACI - AGRO COMERCIAL E INDUSTRIAL ROSA LTDA,,MARIANA SILVA ROSA,Pessoa Física,Sócio-Administrador
00941419000148,ACIEL AGRO COMERCIAL IMPORTACAO E EXPORTACAO LTDA,,ESTELA MARIA RIBEIRO,Pessoa Física,Sócio-Administrador
00941419000148,ACIEL AGRO COMERCIAL IMPORTACAO E EXPORTACAO LTDA,,ROBERTO TEIXEIRA SANTOS,Pessoa Física,Sócio-Administrador
05324207000135,ACINBEL AGRO COMERCIO E INDUSTRIA BEZERRA LTDA,,ADERSON TAVARES BEZERRA NETO,Pessoa Física,Sócio
05324207000135,ACINBEL AGRO COMERCIO E INDUSTRIA BEZERRA LTDA,,DANIEL LACERDA BEZERRA,Pessoa Física,Sócio
05324207000135,ACINBEL AGRO COMERCIO E INDUSTRIA BEZERRA LTDA,,JOSE ROMMEL TAVARES BEZERRA DE MENEZES,Pessoa Física,Sócio-Administrador
05324207000135,ACINBEL AGRO COMERCIO E INDUSTRIA BEZERRA LTDA,,MABEL LACERDA BEZERRA MORENO,Pessoa Física,Sócio
05324207000135,ACINBEL AGRO COMERCIO E INDUSTRIA BEZERRA LTDA,,MARIA AMELIA BEZERRA DE MENEZES MILFONT,Pessoa Física,Sócio-Administrador
34965574000116,ACISA AGRO COM IND E EXPORTADORA LTDA,,ANTONIO CARLOS DA CUNHA CASTRO NETO,Pessoa Física,Sócio-Administrador
34965574000116,ACISA AGRO COM IND E EXPORTADORA LTDA,,IONE RODRIGUES DA CUNHA CASTRO,Pessoa Física,Sócio-Administrador
82285891000134,ACJ AGRO LTDA,,ADRIANA RAFAELA LASCOSKI,Pessoa Física,Sócio-Administrador
82285891000134,ACJ AGRO LTDA,,CLEUNICE DOS SANTOS,Pessoa Física,Sócio
01149394000107,ACJ PRODUTOS AGRO-PECUARIOS LTDA,,JOSILENY ALVES DE JESUS,Pessoa Física,Sócio Menor (Assistido/Representado)
14853373000110,ACMK AGRO REPRESENTACOES LTDA,,ADRIANO JOSE KONZEN,Pessoa Física,Sócio
14853373000110,ACMK AGRO REPRESENTACOES LTDA,,CLEIDE MARIA KREIN HOMMERDING,Pessoa Física,Sócio
14853373000110,ACMK AGRO REPRESENTACOES LTDA,,MARCIO JOSE KREIN,Pessoa Física,Sócio-Administrador
07245786000156,ACOVALE-AGRO COOPERATIVA VALE DO IVAI,,ALVARO LUIZ VINHOTTE,Pessoa Física,Presidente
57368664000125,A C PRODUTOS ALIMENTICIOS LTDA,60704863000171,AC AGRO MERCANTIL S.A.,Pessoa Jurídica,Sócio
36840924000143,ACR AGRO INDUSTRIAL COMERCIO E DISTRIBUICAO LTDA,,JAQUELINE SILVA SOUSA,Pessoa Física,Sócio-Administrador
36840924000143,ACR AGRO INDUSTRIAL COMERCIO E DISTRIBUICAO LTDA,,MARIA APARECIDA SOARES DA COSTA,Pessoa Física,Sócio
02579383000120,ACS-AGRO INDUSTRIAL LTDA,,ANTONIO CHAGAS DA SILVA SOBRINHO,Pessoa Física,Sócio-Administrador
02579383000120,ACS-AGRO INDUSTRIAL LTDA,,CARMITA FERREIRA DA SILVA,Pessoa Física,Sócio
08233631000162,ACTIF REPRESENTACOES DE PRODUTOS AGRO-VETERINARIOS LTDA,,DENISE MARIA MODONEZI,Pessoa Física,Sócio-Administrador
08233631000162,ACTIF REPRESENTACOES DE PRODUTOS AGRO-VETERINARIOS LTDA,,JEAN PIERRE MASSAT,Pessoa Física,Sócio-Administrador
09481373000104,ACTIO AGRO INVEST. S.A.,,JOAO MARCIO AMARAL MOTA,Pessoa Física,Diretor
09481373000104,ACTIO AGRO INVEST. S.A.,,RODOLFO DOS SANTOS LIDORIO,Pessoa Física,Diretor
05743599000177,ACTION AGRO FLORESTAL MADEIRAS LTDA,,CRISTIANE ANDRADE LOPES,Pessoa Física,Sócio-Administrador
05743599000177,ACTION AGRO FLORESTAL MADEIRAS LTDA,,WALDEMIR SANTOS DE OLIVEIRA,Pessoa Física,Sócio-Administrador
04814843000182,ACUCAREIRA PADRE DONIZETTI AGRO INDUSTRIA LTDA,,JOAO GUILHERME FIGUEIREDO WHITAKER,Pessoa Física,Sócio-Administrador
04814843000182,ACUCAREIRA PADRE DONIZETTI AGRO INDUSTRIA LTDA,,LUIS GUILHERME VILLARES WHITAKER,Pessoa Física,Sócio
23333991000120,A D AGRO RACOES LTDA,,ADRIELI KATIA DE BARROS,Pessoa Física,Sócio-Administrador
23333991000120,A D AGRO RACOES LTDA,,DANIELLI OLIMPIO TOGNON,Pessoa Física,Sócio-Administrador
10247395000185,ADALIA AGRICOLA LTDA.,08843508000163,CALYX AGRO BRASIL LTDA.,Pessoa Jurídica,Sócio
07108770000100,ADD AGRO INSUMOS E IMPLEMENTOS AGRICOLAS LTDA,,MIGUEL FRANCISCO DA ROZA,Pessoa Física,Sócio
07108770000100,ADD AGRO INSUMOS E IMPLEMENTOS AGRICOLAS LTDA,,OLAVO ALVES,Pessoa Física,Sócio-Administrador
08771385000100,ADE - AGRO PLANTAS LTDA,,DELCI INEZ DIETRICH,Pessoa Física,Sócio-Administrador
08771385000100,ADE - AGRO PLANTAS LTDA,,EMERSON SANGALETTI,Pessoa Física,Sócio
05884112000176,"ADICAMB - ASSOCIACAO DEFENSORA DOS INTERESSES DAS INDUSTRIAS, DO COMERCIO E SERVICOS DAS COOPERATIVAS DO AGRO-MERCA",,JULIO DE OLIVEIRA BOMFIM,Pessoa Física,Presidente
62875836000197,ADIFLOR AGRO COMERCIAL E INDUSTRIAL LTDA,,FELISBERTO BRANT DE CARVALHO FILHO,Pessoa Física,Sócio-Administrador
62875836000197,ADIFLOR AGRO COMERCIAL E INDUSTRIAL LTDA,,JOSE ANTONIO BRANT DE CARVALHO,Pessoa Física,Sócio-Administrador
73390650000164,ADMINISTRADORA PARQUE FRADE LTDA,34058305000176,FAZENDA DO FRADE S A AGRO INDUSTRIAL PECUARIA,Pessoa Jurídica,Sócio
00021513000189,ADRIATICO AGRO PASTORIL E COMERCIO LTDA,,ANDRE VELLUTINI,Pessoa Física,Sócio
00021513000189,ADRIATICO AGRO PASTORIL E COMERCIO LTDA,,ANNA MARIA VELLUTINI,Pessoa Física,Sócio
00021513000189,ADRIATICO AGRO PASTORIL E COMERCIO LTDA,,JORGE VELLUTINI,Pessoa Física,Sócio-Administrador
00021513000189,ADRIATICO AGRO PASTORIL E COMERCIO LTDA,,JORGE VELLUTINI JUNIOR,Pessoa Física,Sócio
18271082000174,ADUBEM AGRO LTDA,,MARCO ANTONIO RIZZI DA SILVA,Pessoa Física,Sócio-Administrador
18271082000174,ADUBEM AGRO LTDA,,MARIA HELENA RIZZI DA SILVA,Pessoa Física,Sócio
02668343000154,ADUPLAN AGRO INDUSTRIAL LTDA,,ARISTEU POSTING,Pessoa Física,Sócio-Administrador
02668343000154,ADUPLAN AGRO INDUSTRIAL LTDA,,WUEDIPO LUAN POSTING,Pessoa Física,Sócio
77745727000122,AERCS-ASSOCIACAO ESPORTIVA E RECREATIVA COPLAC & SICREDI AGRO PARANA,,ANTONIO CARLOS DAINEZE,Pessoa Física,Presidente
82192063000151,AEROTER EQUIPAMENTOS AGRO INDUSTRIAIS LTDA,,RONALDO REZENDE,Pessoa Física,Sócio-Administrador
00029219000113,AESA AGRO COMERCIAL LTDA.,05657594000121,EBEPAR EMPREENDIMENTOS IMOBILIARIOS LTDA.,Pessoa Jurídica,Sócio
00029219000113,AESA AGRO COMERCIAL LTDA.,,EMILIO SANAMI KINOSHITA,Pessoa Física,Administrador
00029219000113,AESA AGRO COMERCIAL LTDA.,19874567000115,EPARTE EMPREENDIMENTOS E PARTICIPACOES EIRELI,Pessoa Jurídica,Sócio
00029219000113,AESA AGRO COMERCIAL LTDA.,,FLAVIO VIEIRA DE FARO,Pessoa Física,Administrador
00029219000113,AESA AGRO COMERCIAL LTDA.,,PAULETE EBERHARDT,Pessoa Física,Administrador
00029219000113,AESA AGRO COMERCIAL LTDA.,,PEDRO ARMANDO EBERHARDT,Pessoa Física,Administrador
30026456000191,AF3 FILIPPO AGRO LTDA.,,ANDRE AUGUSTO SEBE FILIPPO,Pessoa Física,Sócio-Administrador
30026456000191,AF3 FILIPPO AGRO LTDA.,,FRANCISCO PAULO DE SEBE FILIPPO,Pessoa Física,Sócio-Administrador
83380709000197,AFA - AGRO FOREST AMAZON COMERCIO IMPORTACAO E EXPORTACAO LTDA,,ANTONIO CLAUDIO MOTA DOS SANTOS,Pessoa Física,Sócio-Administrador
83380709000197,AFA - AGRO FOREST AMAZON COMERCIO IMPORTACAO E EXPORTACAO LTDA,04912292000190,"PE DIREITO ADMINISTRACAO, CONSTRUCAO E INCORPORACAO DE IMOVEIS LTDA",Pessoa Jurídica,Sócio
78394574000189,AFA AGRO INDUSTRIAL DE ALIMENTOS LTDA,,ARIOVALDO FERRAZ ARRUDA,Pessoa Física,Sócio-Administrador
78394574000189,AFA AGRO INDUSTRIAL DE ALIMENTOS LTDA,,MAGNOLIA AUGUSTO PEREIRA,Pessoa Física,Sócio
02210925000192,A. F. - AGRO COMERCIAL LTDA,,AIRTON ANDRE HIRSCH,Pessoa Física,Sócio-Administrador
02210925000192,A. F. - AGRO COMERCIAL LTDA,,FATIMA EZENAIDE CALHEIRO HIRSCH,Pessoa Física,Sócio
11650933000140,A. F. AGRO COMERCIO E DISTRIBUICAO DE SEMENTES LTDA,,ALEXANDRE AMARAL DA SILVA,Pessoa Física,Sócio-Administrador
11650933000140,A. F. AGRO COMERCIO E DISTRIBUICAO DE SEMENTES LTDA,,JOSE MARCELO FRAGOSO,Pessoa Física,Sócio-Administrador
31007401000105,AF AGRO PASTORIL LTDA,,ANTONIO VIANA GUARRACINO,Pessoa Física,Sócio-Administrador
31007401000105,AF AGRO PASTORIL LTDA,,FERNANDA GUARRACINO,Pessoa Física,Sócio Pessoa Física Residente no Exterior
17276429000109,AFEB AGRO PASTORIL LTDA,,ADEMIR ANATOLIO LIMA FERREIRA BARBOSA,Pessoa Física,Sócio
